id,name,brand,category,price,image_url,skin_types,concerns_targeted,tags,ingredients
951c7571-a17e-4d62-ac7e-bed56d348c57,Biossance Advanced Serum #68,Biossance,mask,9.39,https://via.placeholder.com/150?text=Product+68,sensitive,dryness;acne,spf;brightening,vitamin c
2cf60d99-2b54-4f2b-bbb1-dde9375314ab,Naturium Advanced Serum #69,Naturium,toner,83.3,https://via.placeholder.com/150?text=Product+69,oily,dark_spots;wrinkles,soothing,niacinamide;glycolic acid;peptides
52a89cd7-56aa-4174-9cc2-f72afe67b32c,Neutrogena Ultra Cream #70,Neutrogena,treatment,48.09,https://via.placeholder.com/150?text=Product+70,sensitive,wrinkles,rich,niacinamide
0559776f-7734-413a-b4b1-295bece6cf39,Cetaphil Advanced Serum #71,Cetaphil,toner,8.79,https://via.placeholder.com/150?text=Product+71,combination;oily,redness,gentle;anti-aging;brightening,hyaluronic acid;glycolic acid
2fa8d71a-bd1c-4be4-a5f4-7d95bdbbfa64,Cetaphil Radiant Cream #72,Cetaphil,mask,17.84,https://via.placeholder.com/150?text=Product+72,combination,dryness,soothing,peptides
765e96af-f2ea-4db3-95ae-2c5334150f44,Summer Fridays Advanced Cream #73,Summer,toner,74.27,https://via.placeholder.com/150?text=Product+73,dry;sensitive,oiliness;redness,hydrating,retinol
787cf2f7-4881-456b-980d-f558ffde4bfa,OSEA Radiant Cream #74,OSEA,serum,73.8,https://via.placeholder.com/150?text=Product+74,oily;dry,dryness,rich;anti-aging;hydrating,hyaluronic acid;niacinamide
7c1d26c7-62a3-4799-8acb-467dcababbe4,Dr Dennis Gross Radiant Serum #75,Dr,treatment,12.93,https://via.placeholder.com/150?text=Product+75,dry,redness;dark_spots,rich;exfoliating;oil-free,ceramide
fd281ec5-7f70-46c4-8aee-7b17b4d49c79,EltaMD Ultra Cleanser #76,EltaMD,toner,54.01,https://via.placeholder.com/150?text=Product+76,normal;sensitive,redness,brightening;anti-aging;gentle,niacinamide;hyaluronic acid
ba985b90-7dad-446d-b473-94471272bb1f,Glow Recipe Pure Serum #77,Glow,toner,14.61,https://via.placeholder.com/150?text=Product+77,combination,dark_spots,soothing;gentle,ceramide;vitamin c
5c913a6d-316f-4cc1-8df5-a62a7ef86974,Glow Recipe Hydra Serum #78,Glow,serum,70.93,https://via.placeholder.com/150?text=Product+78,oily;dry,dark_spots,soothing;hydrating;gentle,retinol
6da79457-c4e3-4e7c-86b6-94c3c9599ec0,Byoma Hydra Toner #79,Byoma,treatment,18.37,https://via.placeholder.com/150?text=Product+79,normal;dry,dark_spots;acne,exfoliating,salicylic acid;vitamin c;squalane
cafce872-9923-402c-ba1a-1add625d1dd2,Kiehl's Hydra Mask #80,Kiehl's,serum,27.97,https://via.placeholder.com/150?text=Product+80,oily;dry,wrinkles;oiliness,gentle;spf;soothing,salicylic acid;retinol
a972d40c-ef20-4b30-9d4c-5f4c85654375,La Roche-Posay Radiant Cream #81,La,serum,67.1,https://via.placeholder.com/150?text=Product+81,oily;sensitive,wrinkles,anti-aging;soothing,salicylic acid;vitamin c;squalane
56629be4-65b2-4f2d-9377-deb62e7993e4,La Roche-Posay Advanced Serum #82,La,serum,76.4,https://via.placeholder.com/150?text=Product+82,combination;sensitive,dark_spots,spf,hyaluronic acid
f145cb26-61ce-4be8-b5cc-57af718f9b8e,EltaMD Pure Mask #83,EltaMD,cleanser,10.26,https://via.placeholder.com/150?text=Product+83,normal;oily,dryness,rich,ceramide
6c3ee2cb-4243-4c97-a39a-ac26ae9632fe,Summer Fridays Pure Cream #84,Summer,mask,18.89,https://via.placeholder.com/150?text=Product+84,normal;combination,wrinkles;acne,hydrating;spf;rich,ceramide;glycolic acid;peptides
00ba369a-017e-4fb9-bf9c-1c86ee0126ef,CeraVe Ultra Mask #85,CeraVe,moisturizer,30.25,https://via.placeholder.com/150?text=Product+85,normal,dryness;wrinkles,anti-aging;gentle,peptides
cb6c11c4-e35d-4a0f-9d09-c5e12c3404ca,SK-II Hydra Toner #86,SK-II,toner,86.02,https://via.placeholder.com/150?text=Product+86,combination,oiliness;redness,spf;soothing;hydrating,ceramide;peptides;salicylic acid
7e14a3cb-85bc-4687-a25c-9fc823783e90,Byoma Radiant Cream #87,Byoma,treatment,99.79,https://via.placeholder.com/150?text=Product+87,oily,acne;wrinkles,rich;exfoliating;brightening,hyaluronic acid
1e377204-5bd4-4ec0-892a-b200e6a93689,Kiehl's Hydra Serum #88,Kiehl's,serum,18.56,https://via.placeholder.com/150?text=Product+88,sensitive;dry,wrinkles;oiliness,soothing;oil-free;spf,squalane;retinol;glycolic acid
9bf761f6-1c69-4d71-a4ef-a001b2a18429,CeraVe Ultra Serum #89,CeraVe,serum,11.5,https://via.placeholder.com/150?text=Product+89,oily,oiliness,gentle;rich,vitamin c
aea6dd30-7064-4afb-b01d-710c667482c2,Dr Dennis Gross Ultra Mask #90,Dr,toner,59.01,https://via.placeholder.com/150?text=Product+90,normal,acne;redness,anti-aging;gentle;oil-free,peptides;glycolic acid;salicylic acid
f79e1a5f-81f8-47b7-97c8-79e8c1906023,Cetaphil Pure Cleanser #91,Cetaphil,cleanser,75.71,https://via.placeholder.com/150?text=Product+91,dry,oiliness,spf;gentle;brightening,ceramide;salicylic acid
389b0979-bfba-4219-aa24-c280cc7929b4,SK-II Advanced Serum #92,SK-II,moisturizer,63.94,https://via.placeholder.com/150?text=Product+92,oily;combination,wrinkles,soothing;oil-free;exfoliating,hyaluronic acid;ceramide;niacinamide
939c2523-8e87-4533-b99c-fc1aded84078,Glow Recipe Pure Mask #93,Glow,treatment,72.68,https://via.placeholder.com/150?text=Product+93,sensitive;oily,oiliness,rich;hydrating,squalane
9e8a105a-48f0-46bf-a633-46af7e5c36ad,CeraVe Hydra Serum #94,CeraVe,moisturizer,22.47,https://via.placeholder.com/150?text=Product+94,sensitive;normal,dryness,hydrating,retinol;niacinamide;peptides
fa0e707d-f7d2-4f14-90ae-e49dbb66331f,Kiehl's Advanced Serum #95,Kiehl's,mask,87.89,https://via.placeholder.com/150?text=Product+95,sensitive;dry,oiliness,anti-aging;oil-free;exfoliating,niacinamide;squalane
9e9c8fba-386a-4b55-9cb7-87659441eb73,Byoma Pure Cream #96,Byoma,treatment,67.79,https://via.placeholder.com/150?text=Product+96,normal;oily,oiliness,anti-aging;gentle;rich,glycolic acid;niacinamide
eeae868d-2f3d-41d2-929a-f336cf23fd58,Biossance Advanced Serum #97,Biossance,treatment,41.74,https://via.placeholder.com/150?text=Product+97,dry;combination,dryness;dark_spots,brightening;soothing,niacinamide
f1fb82f1-dc6e-492b-82c6-1c7bb41e4f9e,CeraVe Advanced Serum #98,CeraVe,treatment,16.18,https://via.placeholder.com/150?text=Product+98,dry,oiliness,gentle,salicylic acid;peptides
b14db008-59c6-40c9-9c76-30e4d8444c48,Paula's Choice Advanced Cream #99,Paula's,serum,75.16,https://via.placeholder.com/150?text=Product+99,oily,oiliness,soothing;rich,squalane
dacb0414-c2ee-41dc-a938-a4c7a24647e3,Kiehl's Ultra Toner #100,Kiehl's,mask,42.38,https://via.placeholder.com/150?text=Product+100,combination,dryness;wrinkles,soothing,niacinamide
ad3f2f2d-9a9e-4d0a-98a9-3518505af401,EltaMD Radiant Serum #101,EltaMD,mask,92.81,https://via.placeholder.com/150?text=Product+101,oily;sensitive,dark_spots,spf,squalane;glycolic acid
44be32df-8a36-4f55-b040-63276b1fa54f,Cetaphil Pure Toner #102,Cetaphil,mask,77.94,https://via.placeholder.com/150?text=Product+102,oily;normal,dark_spots,soothing;gentle;rich,hyaluronic acid;ceramide
d1f35240-577c-4408-95c2-c13260ebd108,Kiehl's Advanced Toner #103,Kiehl's,cleanser,21.08,https://via.placeholder.com/150?text=Product+103,dry;sensitive,wrinkles,hydrating;gentle;exfoliating,retinol;peptides;squalane
8c7304ed-6de3-4adc-9252-7cc39b6a4dfa,Glow Recipe Pure Cream #104,Glow,mask,99.63,https://via.placeholder.com/150?text=Product+104,combination;oily,oiliness,brightening,salicylic acid
6e1be2f4-3b2d-43f6-a5e9-1176f7a79c0f,CeraVe Ultra Toner #105,CeraVe,mask,57.04,https://via.placeholder.com/150?text=Product+105,combination;normal,oiliness,hydrating,glycolic acid
fecc41a8-eb06-42b6-aaa8-23e594a02acc,Byoma Radiant Serum #106,Byoma,mask,50.59,https://via.placeholder.com/150?text=Product+106,sensitive;oily,dryness,soothing;spf,squalane;peptides;glycolic acid
0fa829cb-b79f-40d5-8f1b-8053d57b6e12,SK-II Advanced Serum #107,SK-II,serum,39.65,https://via.placeholder.com/150?text=Product+107,normal;sensitive,acne,soothing;oil-free;exfoliating,squalane;retinol
61a813c0-cdb8-4e84-a780-2f8218c4f70f,Cocokind Ultra Toner #108,Cocokind,mask,89.95,https://via.placeholder.com/150?text=Product+108,sensitive;combination,oiliness;redness,exfoliating,salicylic acid;squalane
e9e89caf-39b6-4ac8-a709-5d6e3241d261,Paula's Choice Advanced Cleanser #109,Paula's,treatment,83.44,https://via.placeholder.com/150?text=Product+109,normal,wrinkles,spf;rich;anti-aging,niacinamide;hyaluronic acid;ceramide
7224181d-73c9-4f1d-9c1f-fdf6b284a6f2,Innisfree Hydra Serum #110,Innisfree,moisturizer,8.15,https://via.placeholder.com/150?text=Product+110,combination;normal,redness,oil-free;soothing;spf,peptides;squalane;glycolic acid
7d8f62a9-5ff9-4963-8bf2-45160f72772a,Kiehl's Ultra Cream #111,Kiehl's,moisturizer,42.13,https://via.placeholder.com/150?text=Product+111,dry,redness,soothing;hydrating,hyaluronic acid
15df0422-3dea-45fd-8225-fccd95452fd2,Tata Harper Pure Toner #112,Tata,cleanser,59.19,https://via.placeholder.com/150?text=Product+112,sensitive,redness;acne,oil-free,ceramide;peptides
8d001040-03a5-466e-a517-4b7e7c186906,Byoma Advanced Cleanser #113,Byoma,toner,68.76,https://via.placeholder.com/150?text=Product+113,sensitive;normal,dark_spots;oiliness,soothing;brightening;rich,salicylic acid
f85f4608-3afa-434c-bfa1-6cbb75b061ce,OSEA Hydra Cleanser #114,OSEA,cleanser,14.5,https://via.placeholder.com/150?text=Product+114,sensitive,redness,spf,niacinamide;ceramide
98a1fe16-165a-4755-8672-60c689bbe1f6,SK-II Pure Toner #115,SK-II,serum,64.71,https://via.placeholder.com/150?text=Product+115,oily;combination,dark_spots;dryness,oil-free;hydrating;spf,vitamin c;niacinamide
919f665d-0808-4a2d-8781-75fd7a6de549,Byoma Advanced Cream #116,Byoma,treatment,64.33,https://via.placeholder.com/150?text=Product+116,normal,acne,gentle,ceramide;squalane;retinol
f959d1a7-fbed-4815-b154-534e9a4bba02,Summer Fridays Ultra Cream #117,Summer,toner,71.68,https://via.placeholder.com/150?text=Product+117,sensitive;dry,wrinkles,brightening,peptides;salicylic acid;ceramide
9cde1c66-d9f2-45b5-aced-0343d6407644,Olay Hydra Serum #118,Olay,toner,36.9,https://via.placeholder.com/150?text=Product+118,sensitive,wrinkles,spf;hydrating;anti-aging,hyaluronic acid
dd6ba004-d7dc-47c1-aa76-f23a80fefe71,Neutrogena Hydra Cream #119,Neutrogena,treatment,68.74,https://via.placeholder.com/150?text=Product+119,normal,dark_spots;acne,hydrating,ceramide;hyaluronic acid
e6b26cd6-b365-4180-8804-37e211d282b0,Neutrogena Pure Mask #120,Neutrogena,serum,39.32,https://via.placeholder.com/150?text=Product+120,normal,oiliness;redness,gentle;oil-free,glycolic acid;salicylic acid
4c7dcc2f-3584-4f29-8e29-11dcd2118af2,Summer Fridays Hydra Cleanser #121,Summer,toner,68.02,https://via.placeholder.com/150?text=Product+121,sensitive,wrinkles,rich;gentle;brightening,squalane
af67f241-9b37-4c67-8adf-6e379f8b9980,Olay Advanced Toner #122,Olay,treatment,56.06,https://via.placeholder.com/150?text=Product+122,combination;dry,dryness,spf,squalane;ceramide
90ebd43d-045e-4b0e-b18a-f62ab210625b,Neutrogena Hydra Serum #123,Neutrogena,serum,89.79,https://via.placeholder.com/150?text=Product+123,dry;normal,wrinkles,exfoliating,peptides;squalane
80a6f265-e77f-4777-94b4-90ff42fd1eff,Glow Recipe Pure Cleanser #124,Glow,treatment,89.9,https://via.placeholder.com/150?text=Product+124,oily;normal,redness,anti-aging,niacinamide;peptides;glycolic acid
e46751c8-d658-4ae6-9fc2-3e9303de6ca1,The Ordinary Advanced Toner #125,The,mask,85.92,https://via.placeholder.com/150?text=Product+125,normal;oily,dryness,spf;soothing,peptides
f2949532-a13d-4b6b-ab6f-7dc60a626faf,Cetaphil Advanced Cleanser #126,Cetaphil,mask,81.33,https://via.placeholder.com/150?text=Product+126,normal;sensitive,dryness;dark_spots,oil-free,peptides;retinol
b5b6c41f-bc62-4fe5-8bc7-74b1a2fd728a,Summer Fridays Hydra Cream #127,Summer,mask,40.97,https://via.placeholder.com/150?text=Product+127,oily;dry,redness,hydrating;gentle,ceramide
80101ae0-1f83-49e2-824e-f88dafb20391,Innisfree Ultra Cream #128,Innisfree,moisturizer,29.27,https://via.placeholder.com/150?text=Product+128,dry;sensitive,oiliness;dark_spots,soothing;spf,vitamin c
